experiment,item,object,version,condition,setting,critical,central_word,distinguishing_word,notes,key inference,critical_masked,full_masked,bert_mask_all_mean,bert_mask_one_mean,bert_mask_all_sum,bert_mask_one_sum,roberta_mask_all_mean,roberta_mask_one_mean,roberta_mask_all_sum,roberta_mask_one_sum,bert_nsp,cd_cosine_bert_ln2,sc_cosine_bert_ln2
1,10,-,b,afforded,"Jonathan opened up his car's trunk, but the ice scraper wasn't there.",Jonathan pulled out of his golf bag a seven iron and used that to chisel an inch of ice off his windshield.,chisel,seven iron,,,Jonathan pulled out of his golf bag a [MASK] and used that to chisel an inch of ice off his windshield.,"Jonathan opened up his car's trunk, but the ice scraper wasn't there. Jonathan pulled out of his golf bag a [MASK] and used that to chisel an inch of ice off his windshield.",20.77084963940024,20.499983897632234,41.54169927880048,43.874571464239594,27.472479196485928,21.937285732119797,54.944958392971856,43.874571464239594,0.997666358947754,0.39981579780578613,0.21647828817367554
1,10,-,c,nonafforded,"Jonathan opened up his car's trunk, but the ice scraper wasn't there.",Jonathan pulled out of his golf bag a ham sandwich and used that to chisel an inch of ice off his windshield.,chisel,ham sandwich,,,Jonathan pulled out of his golf bag a [MASK] and used that to chisel an inch of ice off his windshield.,"Jonathan opened up his car's trunk, but the ice scraper wasn't there. Jonathan pulled out of his golf bag a [MASK] and used that to chisel an inch of ice off his windshield.",16.740260043479044,2.9647745679186435,33.48052008695809,43.03252325512723,25.36075987804114,21.516261627563615,50.72151975608228,43.03252325512723,0.9981548190116882,0.5079798698425293,0.20664238929748535
1,11,-,a,afforded,"After taking a shower at the gym, Sarah discovered that her skirt needed to be pressed free of wrinkles before she returned to work.",Sarah used her warm thermos to smooth her skirt.,smooth,warm thermos,,,Sarah used her [MASK] to smooth her skirt.,"After taking a shower at the gym, Sarah discovered that her skirt needed to be pressed free of wrinkles before she returned to work. Sarah used her [MASK] to smooth her skirt.",19.763169530734924,10.651924992623591,79.05267812293967,31.476786335676756,28.17362700230809,10.49226211189225,84.52088100692428,31.476786335676756,0.9991347193717957,0.556230902671814,0.2536360025405884
1,11,-,b,related,"After taking a shower at the gym, Sarah discovered that her skirt needed to be pressed free of wrinkles before she returned to work.",Sarah used her hair dryer to smooth her skirt.,smooth,hair dryer,,,Sarah used her [MASK] to smooth her skirt.,"After taking a shower at the gym, Sarah discovered that her skirt needed to be pressed free of wrinkles before she returned to work. Sarah used her [MASK] to smooth her skirt.",14.833695896961453,4.947624825492404,44.50108769088436,26.23365078320861,14.872323121047401,8.744550261069536,44.6169693631422,26.23365078320861,0.9992617964744568,0.360162615776062,0.18909889459609985
1,11,-,c,nonafforded,"After taking a shower at the gym, Sarah discovered that her skirt needed to be pressed free of wrinkles before she returned to work.",Sarah used her hair pin to smooth her skirt.,smooth,hair pin,,,Sarah used her [MASK] to smooth her skirt.,"After taking a shower at the gym, Sarah discovered that her skirt needed to be pressed free of wrinkles before she returned to work. Sarah used her [MASK] to smooth her skirt.",12.114113199987171,6.8212969723901375,24.228226399974343,48.361516428174745,22.154358086187788,24.180758214087373,44.308716172375576,48.361516428174745,0.9991089701652528,0.36608511209487915,0.20530647039413452
1,12,-,a,related,"When Aaron got to work at McDonald’s he realized that he forgot his cap at home.   The manager had a strict rule: If your hair isn’t covered, you cannot work.",Aaron used a shower cap to cover his hair.,hair,shower cap,,,Aaron used a [MASK] to cover his hair.,"When Aaron got to work at McDonald’s he realized that he forgot his cap at home.   The manager had a strict rule: If your hair isn’t covered, you cannot work. Aaron used a [MASK] to cover his hair.",6.843351905081643,9.345927918587645,13.686703810163285,39.247073853276746,20.622290663513137,13.082357951092249,61.86687199053941,39.247073853276746,0.9991937279701232,0.4342408776283264,0.31206220388412476
1,12,-,b,nonafforded,"When Aaron got to work at McDonald’s he realized that he forgot his cap at home.   The manager had a strict rule: If your hair isn’t covered, you cannot work.",Aaron used a hamburger bun to cover his hair.,hair,hamburger bun,,,Aaron used a [MASK] to cover his hair.,"When Aaron got to work at McDonald’s he realized that he forgot his cap at home.   The manager had a strict rule: If your hair isn’t covered, you cannot work. Aaron used a [MASK] to cover his hair.",16.742939086779078,10.060849988753873,33.485878173558156,17.873446295964932,21.073582152908607,4.468361573991233,84.29432861163441,17.873446295964932,0.99933260679245,0.45471614599227905,0.2819635272026062
1,12,-,c,afforded,"When Aaron got to work at McDonald’s he realized that he forgot his cap at home.   The manager had a strict rule: If your hair isn’t covered, you cannot work.",Aaron used a sandwich wrapper to cover his hair.,hair,sandwich wrapper,,,Aaron used a [MASK] to cover his hair.,"When Aaron got to work at McDonald’s he realized that he forgot his cap at home.   The manager had a strict rule: If your hair isn’t covered, you cannot work. Aaron used a [MASK] to cover his hair.",15.502299314975716,8.551647171477837,46.50689794492715,31.87761278561312,29.275393888858666,10.625870928537708,87.82618166657599,31.87761278561312,0.9990750551223756,0.49512284994125366,0.2828602194786072
1,13,-,a,afforded,Marissa forgot to bring her pillow on her camping trip.,"As a substitute for her pillow, she filled up an old sweater with leaves.",pillow,leaves,,,"As a substitute for her pillow, she filled up an old sweater with [MASK] .","Marissa forgot to bring her pillow on her camping trip. As a substitute for her pillow, she filled up an old sweater with [MASK] .",12.526408240246088,12.526408240246088,12.526408240246088,28.736390693915105,22.91288911083092,14.368195346957553,45.82577822166184,28.736390693915105,0.9992285966873168,0.5307601392269135,0.2347434163093567
1,13,-,b,nonafforded,Marissa forgot to bring her pillow on her camping trip.,"As a substitute for her pillow, she filled up an old sweater with water.",pillow,water,,,"As a substitute for her pillow, she filled up an old sweater with [MASK] .","Marissa forgot to bring her pillow on her camping trip. As a substitute for her pillow, she filled up an old sweater with [MASK] .",7.977989200734763,7.977989200734763,7.977989200734763,28.529159332280983,28.529159332280983,28.529159332280983,28.529159332280983,28.529159332280983,0.9992720484733582,0.5221123993396759,0.24859333038330078
1,13,-,c,related,Marissa forgot to bring her pillow on her camping trip.,"As a substitute for her pillow, she filled up an old sweater with clothes.",pillow,clothes,,,"As a substitute for her pillow, she filled up an old sweater with [MASK] .","Marissa forgot to bring her pillow on her camping trip. As a substitute for her pillow, she filled up an old sweater with [MASK] .",8.0634554741342,8.0634554741342,8.0634554741342,21.528471222204065,23.771390396645913,10.764235611102032,47.542780793291826,21.528471222204065,0.9991376399993896,0.4813782572746277,0.2169269323348999
1,14,-,a,related,"After wading barefoot in the lake, Erik needed something to get dry.",He used his towel to dry his feet.,dry,towel,Might be missing content from setting,,He used his [MASK] to dry his feet.,"After wading barefoot in the lake, Erik needed something to get dry. He used his [MASK] to dry his feet.",3.615839069873588,3.615839069873588,3.615839069873588,27.602855280343828,18.074771495111705,9.200951760114613,54.22431448533512,27.602855280343828,0.9997077584266664,0.37187594175338745,0.2016505002975464
1,14,-,b,afforded,"After wading barefoot in the lake, Erik needed something to get dry.",He used his shirt to dry his feet.,dry,shirt,,,He used his [MASK] to dry his feet.,"After wading barefoot in the lake, Erik needed something to get dry. He used his [MASK] to dry his feet.",5.840909873235173,5.840909873235173,5.840909873235173,27.61913462927491,27.61913462927491,27.61913462927491,27.61913462927491,27.61913462927491,0.9996137022972108,0.4728347063064575,0.1962796449661255
1,14,-,c,nonafforded,"After wading barefoot in the lake, Erik needed something to get dry.",He used his glasses to dry his feet.,dry,glasses,,,He used his [MASK] to dry his feet.,"After wading barefoot in the lake, Erik needed something to get dry. He used his [MASK] to dry his feet.",14.655479447619793,14.655479447619793,14.655479447619793,26.6347859656642,29.899830933583125,13.3173929828321,59.79966186716625,26.6347859656642,0.9995446801185608,0.5904480516910553,0.24682164192199707
1,15,-,a,nonafforded,"While taking a walk, Colleen ran into an old friend that she hadn’t seen in over a year.   They exchanged phone numbers, but Colleen couldn’t find anything in her purse to write the number on.",She looked around and found a bent earring to write the number on.,write,bent earring,,,She looked around and found a [MASK] to write the number on.,"While taking a walk, Colleen ran into an old friend that she hadn’t seen in over a year.   They exchanged phone numbers, but Colleen couldn’t find anything in her purse to write the number on. She looked around and found a [MASK] to write the number on.",18.393646558321304,11.414002642818543,55.18093967496392,52.23912004899949,26.101597332687675,17.413040016333166,78.30479199806301,52.23912004899949,0.9996286630630492,0.5788718461990356,0.19804948568344116
1,15,-,b,related,"While taking a walk, Colleen ran into an old friend that she hadn’t seen in over a year.   They exchanged phone numbers, but Colleen couldn’t find anything in her purse to write the number on.",She looked around and found a note pad to write the number on.,write,note pad,,,She looked around and found a [MASK] to write the number on.,"While taking a walk, Colleen ran into an old friend that she hadn’t seen in over a year.   They exchanged phone numbers, but Colleen couldn’t find anything in her purse to write the number on. She looked around and found a [MASK] to write the number on.",7.957732948082567,7.672192659813467,15.915465896165134,27.208376418741906,19.894545258872785,13.604188209370953,39.78909051774557,27.208376418741906,0.9996829032897948,0.39186328649520874,0.19847363233566284
1,15,-,c,afforded,"While taking a walk, Colleen ran into an old friend that she hadn’t seen in over a year.   They exchanged phone numbers, but Colleen couldn’t find anything in her purse to write the number on.",She looked around and found a popsicle stick to write the number on.,write,popsicle stick,,,She looked around and found a [MASK] to write the number on.,"While taking a walk, Colleen ran into an old friend that she hadn’t seen in over a year.   They exchanged phone numbers, but Colleen couldn’t find anything in her purse to write the number on. She looked around and found a [MASK] to write the number on.",21.805450429975973,10.786483894661284,65.41635128992792,18.032403472802613,23.81530371380623,4.508100868200653,95.26121485522488,18.032403472802613,0.9996393918991088,0.5961627066135406,0.2088645100593567
1,16,-,a,afforded,Harry accidentally dropped his book behind his bed.  He couldn’t reach it with his hand.,He tried to push it out by using a rolled paper.,push,rolled paper,,,He tried to push it out by using a [MASK] .,Harry accidentally dropped his book behind his bed.  He couldn’t reach it with his hand. He tried to push it out by using a [MASK] .,17.48378767760756,9.485227712012586,34.96757535521512,35.597288037297005,28.742503972218923,17.798644018648503,57.48500794443785,35.597288037297005,0.9936547279357909,0.40294361114501953,0.20917826890945435
1,16,-,b,related,Harry accidentally dropped his book behind his bed.  He couldn’t reach it with his hand.,He tried to push it out by using a mop handle.,push,mop handle,,,He tried to push it out by using a [MASK] .,Harry accidentally dropped his book behind his bed.  He couldn’t reach it with his hand. He tried to push it out by using a [MASK] .,16.525089032422347,11.480783225024345,49.57526709726704,61.30508541056028,25.451666711480087,30.65254270528014,50.90333342296017,61.30508541056028,0.9940463304519652,0.361378014087677,0.2251705527305603
1,16,-,c,nonafforded,Harry accidentally dropped his book behind his bed.  He couldn’t reach it with his hand.,He tried to push it out by using a smelly sock.,push,smelly sock,,,He tried to push it out by using a [MASK] .,Harry accidentally dropped his book behind his bed.  He couldn’t reach it with his hand. He tried to push it out by using a [MASK] .,17.939832992796127,10.862638831029074,53.819498978388395,28.36755769456932,24.51367302327797,9.455852564856439,73.54101906983392,28.36755769456932,0.995165467262268,0.4395182728767395,0.2086716890335083
